COD_PROV,DES_PROV,COD_MUNI,DES_MUNI,COD_DM,DES_DM,COD_SECC,DES_SECC,COD_BP,DES_BP,ICV_1,ICV_2,ICV_3,ICV_4,NO_CAT,P_ICV1Y2
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,007,LA MANSIÓN,1,2,4,2,7,18.75
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,008,OJO DE AGUA,4,23,32,21,35,23.48
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,009,VILLA ESPERANZA,2,10,16,7,6,29.27
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,005,PARAÍSO DE LAS MATAS,0,2,1,4,0,28.57
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,02,EL RUBIO (D. M.).,01,EL RUBIO,001,EL RUBIO,6,46,81,26,89,20.97
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,03,LA CUESTA (D. M.).,01,LA CUESTA,002,GUARALBANA O GUANALBANA,4,4,9,0,9,30.77
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,03,LA CUESTA (D. M.).,01,LA CUESTA,003,EL CRUCE,1,7,4,0,6,44.44
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,03,LA CUESTA (D. M.).,01,LA CUESTA,004,HIPÓLITO PERALTA,6,22,26,11,26,30.77
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,04,LAS PLACETAS (D. M.).,01,LAS PLACETAS,001,LAS PLACETAS,28,54,51,9,10,53.95
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,002,CENTRO DEL PUEBLO,7,31,93,84,63,13.67
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,010,PARAÍSO,3,20,22,6,26,29.87
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,03,LA CUESTA (D. M.).,01,LA CUESTA,001,LA CUESTA,15,60,70,18,69,32.33
25,SANTIAGO,05,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,01,SAN JOSÉ DE LAS MATAS,011,URBANIZACIÓN OFELIA,0,0,2,5,0,0
25,SANTIAGO,03,JÁNICO,01,JÁNICO,03,CEBÚ,004,DAMAJAGUA,18,31,22,4,11,56.98
25,SANTIAGO,03,JÁNICO,01,JÁNICO,06,LOMA DEL CORRAL,001,LOMA DEL CORRAL,4,13,15,5,0,45.95
25,SANTIAGO,03,JÁNICO,01,JÁNICO,04,DICAYAGUA ABAJO,003,LOS INDIOS,20,33,13,1,8,70.67
25,SANTIAGO,03,JÁNICO,01,JÁNICO,04,DICAYAGUA ABAJO,006,DICAYAGUA ABAJO,9,17,5,1,31,41.27
25,SANTIAGO,03,JÁNICO,01,JÁNICO,04,DICAYAGUA ABAJO,005,LOS ROBLES,13,35,7,1,20,63.16
25,SANTIAGO,03,JÁNICO,01,JÁNICO,04,DICAYAGUA ABAJO,004,ZALAYA,17,28,5,0,1,88.24
25,SANTIAGO,03,JÁNICO,01,JÁNICO,03,CEBÚ,007,LA CAOBA,6,16,5,1,35,34.92
25,SANTIAGO,03,JÁNICO,01,JÁNICO,03,CEBÚ,005,LOS JAZMINES,3,11,7,2,0,60.87
25,SANTIAGO,03,JÁNICO,01,JÁNICO,03,CEBÚ,002,BATEY,3,11,15,6,3,36.84
25,SANTIAGO,03,JÁNICO,01,JÁNICO,03,CEBÚ,003,CEBÚ,4,12,3,0,0,84.21
25,SANTIAGO,03,JÁNICO,01,JÁNICO,03,CEBÚ,001,ARROYO PIEDRA,7,5,5,0,5,54.55
25,SANTIAGO,03,JÁNICO,01,JÁNICO,04,DICAYAGUA ABAJO,001,ARROYO SECO,1,0,0,0,3,25
25,SANTIAGO,03,JÁNICO,01,JÁNICO,04,DICAYAGUA ABAJO,007,LOS ALTOS,2,9,2,0,2,73.33
25,SANTIAGO,03,JÁNICO,01,JÁNICO,04,DICAYAGUA ABAJO,002,EL VERDE,0,0,0,0,1,0
25,SANTIAGO,03,JÁNICO,01,JÁNICO,06,LOMA DEL CORRAL,006,PIEDRA GORDA,0,0,1,0,0,0
25,SANTIAGO,03,JÁNICO,01,JÁNICO,06,LOMA DEL CORRAL,007,LOMA SUCIA,0,1,0,0,0,100
25,SANTIAGO,03,JÁNICO,01,JÁNICO,06,LOMA DEL CORRAL,003,LA FORTALEZA,0,5,0,0,5,50
25,SANTIAGO,03,JÁNICO,01,JÁNICO,06,LOMA DEL CORRAL,005,MÁLAGA,2,6,10,9,0,29.63
25,SANTIAGO,03,JÁNICO,01,JÁNICO,06,LOMA DEL CORRAL,002,LA CAÑA,4,17,14,2,16,39.62
25,SANTIAGO,03,JÁNICO,01,JÁNICO,03,CEBÚ,006,GUATINIQUIN,11,26,13,5,43,37.76
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,020,RANCHO VIEJO,8,12,1,0,1,90.91
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,003,EL CÓRBANO,2,2,0,0,0,100
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,015,LAS ÁNIMAS,1,0,0,0,3,25
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,009,LA CIDRA,3,3,0,0,0,100
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,014,LA JAGUA O LA VAGUA,0,0,0,0,2,0
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,017,LOS PILONES,11,24,3,0,30,51.47
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,002,BEJUCAL,18,21,4,0,2,86.67
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,013,LA HORQUETA,16,22,1,0,13,73.08
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,004,EL MONTEADERO,2,8,0,0,3,76.92
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,04,PINALITO,009,LOMA ALTA,0,0,0,0,2,0
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,007,EL ROBLITO,2,3,0,0,4,55.56
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,006,EL PESCADERO,0,0,0,0,1,0
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,019,POTRANQUITA,1,3,0,0,2,66.67
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,018,EL PIE DE LOS PILONES,4,5,1,0,0,90
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,04,PINALITO,008,CAÑETE,0,0,0,0,1,0
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,005,EL HIGÜERO,8,17,12,4,0,60.98
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,05,RINCÓN LARGO,004,RINCÓN LARGO,11,6,0,0,9,65.38
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,009,JANEY,46,26,2,1,20,75.79
25,SANTIAGO,03,JÁNICO,01,JÁNICO,05,JAGUA ABAJO,010,LA CUCHILLA,22,33,6,0,11,76.39
25,SANTIAGO,03,JÁNICO,01,JÁNICO,02,CAGÜEYES,002,LAS CEJITAS,5,24,8,0,13,58
25,SANTIAGO,03,JÁNICO,01,JÁNICO,07,MESETAS,001,BABOCICO,31,45,13,1,38,59.38
25,SANTIAGO,03,JÁNICO,01,JÁNICO,07,MESETAS,002,GURABO,15,11,14,3,20,41.27
25,SANTIAGO,03,JÁNICO,01,JÁNICO,07,MESETAS,004,LAS MESETAS,7,11,19,1,41,22.78
25,SANTIAGO,03,JÁNICO,01,JÁNICO,07,MESETAS,003,BOCA DE JÁNICO,6,11,19,7,4,36.17
25,SANTIAGO,03,JÁNICO,01,JÁNICO,07,MESETAS,007,LOS ASIENTOS,14,4,0,0,5,78.26
25,SANTIAGO,03,JÁNICO,01,JÁNICO,07,MESETAS,005,BAO,28,69,50,10,57,45.33
25,SANTIAGO,03,JÁNICO,01,JÁNICO,02,CAGÜEYES,004,DAMAJAGUA,5,6,2,0,7,55
25,SANTIAGO,03,JÁNICO,01,JÁNICO,02,CAGÜEYES,006,LAS YAYAS,0,1,0,0,0,100
25,SANTIAGO,03,JÁNICO,01,JÁNICO,02,CAGÜEYES,003,BOCA NARANJOS,5,5,7,1,14,31.25
25,SANTIAGO,03,JÁNICO,01,JÁNICO,02,CAGÜEYES,008,EL PALERO,5,11,0,0,0,100
25,SANTIAGO,03,JÁNICO,01,JÁNICO,02,CAGÜEYES,001,GUAYABALES,7,18,6,0,0,80.65
25,SANTIAGO,03,JÁNICO,01,JÁNICO,05,JAGUA ABAJO,008,LOS LAVADEROS,6,0,1,0,0,85.71
25,SANTIAGO,03,JÁNICO,01,JÁNICO,05,JAGUA ABAJO,004,LLANO DE JAGUA,12,4,0,0,3,84.21
25,SANTIAGO,03,JÁNICO,01,JÁNICO,05,JAGUA ABAJO,003,LOS GUANOS,1,4,0,0,2,71.43
25,SANTIAGO,03,JÁNICO,01,JÁNICO,05,JAGUA ABAJO,002,EL NARANJO,3,6,1,0,5,60
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,02,FRANCO BIDÓ,003,FRANCO BIDÓ,21,23,2,0,23,63.77
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,02,FRANCO BIDÓ,001,CERRO PRIETO,14,8,0,0,14,61.11
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,011,SABANETA ARRIBA,2,1,0,0,6,33.33
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,002,LOS LORA,1,0,0,0,3,25
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,014,LOS MONTAZOS,11,1,0,0,6,66.67
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,012,EL NARANJO,1,0,0,0,0,100
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,008,LA CALABAZA,2,3,0,0,1,83.33
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,003,EL PALERO,4,3,0,0,1,87.5
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,005,QUEBRADA,20,11,1,0,10,73.81
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,004,EL TUERTO,2,5,2,0,0,77.78
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,02,FRANCO BIDÓ,005,LORA DE LOS AUQUEYES,13,16,0,0,4,87.88
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,02,FRANCO BIDÓ,007,LOS AUQUEYES,8,15,0,0,11,67.65
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,02,FRANCO BIDÓ,004,LOS CADILLOS,0,0,0,0,1,0
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,02,FRANCO BIDÓ,009,EL PINAZO,2,1,0,0,6,33.33
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,02,FRANCO BIDÓ,002,BAIGUAQUE,6,3,0,0,1,90
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,02,FRANCO BIDÓ,008,LOS CIRISES,0,0,0,0,4,0
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,06,RINCÓN LLANO,005,EL CERRAZO,1,0,0,0,0,100
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,017,PICO ALTO,0,0,0,0,2,0
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,06,RINCÓN LLANO,010,LA GUAJACA,3,1,0,0,0,100
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,06,RINCÓN LLANO,003,CERRO PRIETO,4,0,0,0,0,100
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,06,RINCÓN LLANO,008,LOMA DEL RANCHO,3,0,0,0,5,37.5
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,06,RINCÓN LLANO,002,LA PARÍA,0,0,0,0,6,0
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,012,LOS ARROYOS,11,12,0,0,1,95.83
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,002,LA NORITA,18,15,4,1,4,78.57
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,015,RINCÓN DEL NOVILLO,0,0,0,0,4,0
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,011,LA CULEBRA,0,0,0,0,1,0
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,013,LOMA PRIETA,2,2,0,0,2,66.67
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,010,JUNCALITO ARRIBA,4,8,2,1,2,70.59
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,009,LA CALABERNA,15,14,10,1,12,55.77
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,008,PIEDRA BLANCA,6,10,1,0,4,76.19
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,007,EL NARANJITO,0,0,1,0,1,0
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,003,LA LECHUZA,16,5,0,0,4,84
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,004,LA ESTACA,0,0,0,0,3,0
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,05,RINCÓN LARGO,003,LOS POSITOS,3,1,0,0,9,30.77
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,05,RINCÓN LARGO,001,NARANJO DULCE,23,12,2,0,14,68.63
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,05,RINCÓN LARGO,002,EL MOCHO,1,1,1,0,4,28.57
25,SANTIAGO,03,JÁNICO,01,JÁNICO,07,MESETAS,009,BAIGUAQUE,11,7,0,0,0,100
25,SANTIAGO,03,JÁNICO,01,JÁNICO,05,JAGUA ABAJO,005,HENEQUÉN,6,5,0,0,0,100
25,SANTIAGO,03,JÁNICO,01,JÁNICO,05,JAGUA ABAJO,006,LOMA DE LA VACA,2,0,0,0,0,100
25,SANTIAGO,03,JÁNICO,01,JÁNICO,05,JAGUA ABAJO,012,JAGUA ARRIBA,17,16,0,0,0,100
25,SANTIAGO,03,JÁNICO,01,JÁNICO,05,JAGUA ABAJO,011,LOS CALABOZOS,6,1,1,0,3,63.64
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,02,FRANCO BIDÓ,006,SABANETA ABAJO,3,0,0,0,9,25
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,001,DÓJIMA,1,2,0,1,4,37.5
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,006,LOMA DE LA CRUZ,2,5,0,0,0,100
25,SANTIAGO,03,JÁNICO,01,JÁNICO,02,CAGÜEYES,007,CAGÜEYES,18,37,20,5,24,52.88
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,06,RINCÓN LLANO,001,RINCÓN LLANO,4,0,0,0,6,40
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,04,JUNCALITO ABAJO,014,LOS GRANIZOS,4,2,0,0,0,100
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,006,EL QUEMADO,0,0,0,0,5,0
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,02,FRANCO BIDÓ,010,ZALZAMORA (ZARZAMORA),0,0,0,0,1,0
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,06,LA GUAMA,010,PASO HONDO,2,4,1,0,11,33.33
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,02,YAQUE ABAJO,002,EL BRUJO  (YAQUE ABAJO),19,58,32,11,57,43.5
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,03,EL CAIMITO,001,EL HOYO U HOYO BELLO,1,4,3,0,2,50
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,03,EL CAIMITO,002,EL PRESENTADO,3,12,4,1,13,45.45
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,02,YAQUE ABAJO,004,EL YAGUAL O EL JAGUAL,11,8,0,0,5,79.17
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,02,YAQUE ABAJO,007,LOS CAMARONES,1,0,1,0,3,20
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,02,YAQUE ABAJO,006,LA POCILGUITA,4,2,0,0,2,75
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,02,YAQUE ABAJO,001,EL AGUACATE,11,28,6,0,3,81.25
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,06,LA GUAMA,001,AGUACATE,0,0,0,0,13,0
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,06,LA GUAMA,005,LOS NEGROS,1,5,1,0,6,46.15
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,06,LA GUAMA,004,LA GUAMA O LA GUANIA,7,14,8,1,14,47.73
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,06,LA GUAMA,006,PIEDRA BLANCA,1,2,0,0,0,100
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,06,LA GUAMA,002,EL CORRAL,0,0,0,0,4,0
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,06,LA GUAMA,011,LOS TOMATES,5,7,3,0,0,80
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,06,LA GUAMA,007,LAS PALERÍAS,1,2,0,0,3,50
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,06,LA GUAMA,009,LA CIDRA,12,21,18,1,0,63.46
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,02,YAQUE ABAJO,005,YAQUE ARRIBA,7,33,5,1,5,78.43
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,04,PINALITO,005,LAS AUYAMAS,9,27,8,0,22,54.55
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,04,PINALITO,007,HENEQUÉN,10,21,9,0,10,62
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,021,RINCÓN LLANO,5,0,0,0,6,45.45
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,011,LA FALDIQUERA,0,0,0,0,25,0
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,012,LA GUAMITA,1,0,0,0,0,100
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,008,EL TURCO,1,1,0,0,0,100
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,04,PINALITO,001,PINALITO,40,86,39,6,0,73.68
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,04,PINALITO,002,BOTONCILLO,2,0,0,0,2,50
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,04,PINALITO,003,GUANAJUMA,0,0,0,0,7,0
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,04,PINALITO,004,EL ANÓN,10,20,11,0,13,55.56
25,SANTIAGO,03,JÁNICO,01,JÁNICO,04,DICAYAGUA ABAJO,008,DICAYAGUA ARRIBA,4,2,0,1,20,22.22
25,SANTIAGO,03,JÁNICO,01,JÁNICO,06,LOMA DEL CORRAL,004,LOS LIRIOS,1,5,5,6,27,13.64
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,010,LA CUEVA,10,25,5,0,7,74.47
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,05,LOS PILONES,005,EL PAPAYO,4,16,5,0,10,57.14
25,SANTIAGO,03,JÁNICO,01,JÁNICO,07,MESETAS,008,HOYO DE BAO,0,4,0,0,9,30.77
25,SANTIAGO,03,JÁNICO,01,JÁNICO,05,JAGUA ABAJO,001,JAGUA ABAJO,5,7,6,1,13,37.5
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,03,JANEY,007,LA LAGUNA,3,7,0,0,1,90.91
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,06,RINCÓN LLANO,004,EL PEÑÓN,0,0,0,0,2,0
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,02,YAQUE ABAJO,003,EL CORRAL,10,42,15,2,13,63.41
25,SANTIAGO,03,JÁNICO,01,JÁNICO,01,JÁNICO,004,PUEBLO NUEVO,1,17,42,24,33,15.38
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,01,EL CAIMITO,001,EL CAIMITO,15,30,42,12,6,42.86
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,01,EL CAIMITO,003,LOS COROCITOS,6,10,4,4,8,50
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,01,EL CAIMITO,004,LOS CABALLOS,30,42,15,2,13,70.59
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,01,EL CAIMITO,005,PASO AFUERA,2,1,0,0,6,33.33
25,SANTIAGO,03,JÁNICO,02,JUNCALITO (D. M.).,01,JUNCALITO,001,JUNCALITO ABAJO,29,94,87,35,90,36.72
25,SANTIAGO,03,JÁNICO,01,JÁNICO,01,JÁNICO,003,SAN JOSÉ,8,28,30,45,33,25
25,SANTIAGO,03,JÁNICO,01,JÁNICO,01,JÁNICO,001,CENTRO DEL PUEBLO,8,43,69,45,22,27.27
25,SANTIAGO,03,JÁNICO,03,EL CAIMITO (D. M.).,01,EL CAIMITO,002,EL PALERO,24,45,29,9,12,57.98
25,SANTIAGO,03,JÁNICO,01,JÁNICO,01,JÁNICO,002,EL PLAY,1,19,24,15,19,25.64
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,02,LAS PALOMAS  ARRIBA,001,UVERAL,1,35,78,39,41,18.56
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,05,CRUZ DE ISALGUEZ,001,CRUZ DE ISALGUEZ,3,39,32,12,6,45.65
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,03,LICEY ARRIBA,001,LICEY ARRIBA,16,62,97,35,51,29.89
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,02,LA CRUZ DE MARÍA FRANCISCA,001,LA CRUZ DE MARÍA FRANCISCA,5,42,37,12,43,33.81
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,01,LICEY AL MEDIO,001,VILLA ALBA,1,3,9,6,0,21.05
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,01,LICEY AL MEDIO,003,LOS SOLANO,6,46,105,53,71,18.51
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,01,LICEY AL MEDIO,004,EL CENTRO,10,60,159,81,222,13.16
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,01,LICEY AL MEDIO,005,URBANIZACIàN LAS ESMERALDAS,0,1,0,1,0,50
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,01,LAS PALOMAS,001,LAS PALOMAS O CENTRO DEL PUEBLO,31,127,209,128,155,24.31
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,01,LAS PALOMAS,004,LOS ARITAS,7,119,165,86,148,24
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,01,LAS PALOMAS,005,LAS PALOMAS ARRIBA,13,76,176,63,127,19.56
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,01,LAS PALOMAS,006,LOS MIRANDAS,11,58,68,11,20,41.07
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,01,LAS PALOMAS,007,CRUCE DE CHàN,4,24,34,20,16,28.57
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,01,LAS PALOMAS,008,LOS PORTES,9,31,85,70,20,18.6
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,01,LAS PALOMAS,009,TRIPLE PLAY,4,20,37,28,7,25
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,01,LAS PALOMAS,011,LOS CRUCES,1,10,33,14,26,13.1
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,01,LICEY AL MEDIO,002,LOS OSORIAS,9,44,73,52,91,19.7
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,01,LAS PALOMAS,010,LOS COLELOS,0,16,51,35,3,15.24
25,SANTIAGO,04,LICEY AL MEDIO,02,LAS PALOMAS (D. M.).,01,LAS PALOMAS,003,LAS PALOMAS ABAJO,5,56,132,65,71,18.54
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,03,LICEY ARRIBA,002,MONTE ADENTRO ARRIBA,10,95,138,33,107,27.42
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,02,LA CRUZ DE MARÍA FRANCISCA,002,LIMONAL ARRIBA,27,144,198,112,118,28.55
25,SANTIAGO,04,LICEY AL MEDIO,01,LICEY AL MEDIO,04,LICEY ABAJO,001,LICEY ABAJO,25,107,130,37,93,33.67
25,SANTIAGO,02,BISONÓ,01,BISONÓ,02,CAÑADA BONITA,003,GUANÁBANO DEL LIMÓN,10,19,9,1,16,52.73
25,SANTIAGO,02,BISONÓ,01,BISONÓ,05,LA VILLA NUEVA,001,LA VILLA NUEVA,29,63,55,15,34,46.94
25,SANTIAGO,02,BISONÓ,01,BISONÓ,08,VUELTA LARGA,001,VUELTA LARGA,1,9,12,2,0,41.67
25,SANTIAGO,02,BISONÓ,01,BISONÓ,07,PONTONCITO,002,CANAL CAÑEO,0,0,1,0,0,0
25,SANTIAGO,02,BISONÓ,01,BISONÓ,02,CAÑADA BONITA,006,LA ATRAVESADA,26,77,31,4,19,65.61
25,SANTIAGO,02,BISONÓ,01,BISONÓ,02,CAÑADA BONITA,012,EL TÚNEL,8,22,20,0,8,51.72
